6,,,,,,,,,,0,,,1,0,,0,0,0,0
26,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,1,1,0,1,,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1
